Fund,Full Fund Name,1 Weeks,2 Weeks,3 Weeks,4 Weeks,5 Weeks,6 Weeks,7 Weeks,8 Weeks,9 Weeks,10 Weeks,11 Weeks,12 Weeks,13 Weeks,14 Weeks,15 Weeks,16 Weeks,17 Weeks,18 Weeks,19 Weeks,20 Weeks,21 Weeks,22 Weeks,23 Weeks,24 Weeks,25 Weeks,26 Weeks,27 Weeks,28 Weeks,29 Weeks,30 Weeks,31 Weeks,32 Weeks,33 Weeks,34 Weeks,35 Weeks,36 Weeks,37 Weeks,38 Weeks,39 Weeks,40 Weeks,41 Weeks,42 Weeks,43 Weeks,44 Weeks,45 Weeks,46 Weeks,47 Weeks
GVA,GARANTİ PORTFÖY ELEKTRİKLİ VE OTONOM ARAÇLAR DEĞİŞKEN FON,-3.024,-4.251,-1.51,-0.158,3.671,7.195,11.229,13.226,17.662,33.052,42.256,45.315,48.859,51.481,NaN,46.78,43.878,47.697,43.878,49.094,51.968,49.447,44.648,50.637,46.894,50.517,45.203,47.582,54.197,57.667,60.884,65.385,66.111,62.963,60.203,55.464,59.797,63.385,61.433,73.419,75.185,79.507,87.512,83.511,88.822,85.672,77.486
GZE,GARANTİ PORTFÖY EMTİA SERBEST FON,-0.194,-1.088,-0.161,4.003,7.886,9.219,12.029,15.805,19.567,36.271,42.161,42.752,41.9,40.545,NaN,37.483,35.733,38.097,40.482,44.757,46.471,44.96,40.994,43.414,42.488,39.91,40.673,35.317,34.728,36.092,40.354,34.963,35.912,36.512,37.483,33.448,33.333,34.669,31.968,31.968,37.667,39.154,35.614,31.519,37.728,38.468,34.435
GZV,GARANTİ PORTFÖY ESG SÜRDÜRÜLEBİLİRLİK FON SEPETİ FONU,-0.442,-1.774,-1.316,1.666,5.386,7.335,10.362,14.869,18.382,33.779,43.027,44.986,45.572,47.541,NaN,46.879,46.52,49.254,48.637,53.912,55.777,54.972,52.091,54.308,51.771,51.579,47.905,50.125,53.715,53.584,58.8,60.071,59.929,59.292,55.979,53.78,56.182,59.574,60.786,70.213,67.989,75.61,78.306,75.695,76.211,75.867,70.132
GPA,GARANTİ PORTFÖY EUROBOND BORÇLANMA ARAÇLARI (DÖVİZ) FONU,0.313,0.212,0.944,4.551,7.141,7.477,10.289,16.913,18.912,35.462,46.538,48.485,38.866,42.528,NaN,42.732,41.756,43.287,43.432,43.577,45.318,47.297,48.596,49.175,49.669,49.086,47.232,48.529,48.907,48.729,48.707,48.729,48.885,48.974,48.929,49.063,50.302,52.002,51.886,53.74,54.769,57.664,58.039,58.215,58.493,60.358,60.929
GZZ,GARANTİ PORTFÖY FİNANS SEKTÖRÜ DEĞİŞKEN FON,1.511,2.051,4.35,7.394,12.899,14.682,18.058,22.526,24.977,39.44,50.028,49.361,45.008,50.617,NaN,45.716,45.795,50.364,50.786,55.858,57.135,50.617,48.864,52.152,50.112,52.584,49.361,50.196,50.28,53.631,53.895,55.678,56.221,58.338,58.712,55.498,55.949,59.466,60.706,69.848,66.791,71.913,79.853,80.457,85.566,82.789,72.797
GIE,GARANTİ PORTFÖY GARANTİ BBVA İKLİM ENDEKSİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),4.008,8.059,14.113,16.848,23.865,30.919,34.983,38.349,35.21,49.258,65.195,67.779,55.01,71.353,NaN,53.677,52.802,58.679,63.35,58.055,55.76,49.535,58.055,65.026,63.35,79.176,62.198,57.591,48.432,64.857,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
GTZ,GARANTİ PORTFÖY GÜMÜŞ FON SEPETİ FONU,-3.096,-5.527,-7.148,-4.974,2.81,3.837,7.935,7.4,7.267,22.029,29.447,28.805,27.166,20.837,NaN,22.663,22.201,25.265,30.03,35.172,40.737,52.197,48.542,50.173,45.221,42.512,39.828,33.987,32.416,31.146,33.436,32.822,33.573,36.737,35.242,37.315,47.029,49.482,46.201,52.375,62.071,64.743,70.138,54.735,63.396,65.478,62.172
GHS,GARANTİ PORTFÖY HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),6.112,9.336,16.256,22.032,26.98,37.14,41.692,44.671,43.917,59.294,76.505,75.491,61.345,77.188,NaN,62.338,61.286,66.18,70.208,66.609,63.835,58.858,65.25,70.943,71.905,86.665,69.43,64.423,56.883,75.015,62.217,57.422,61.062,67.733,76.469,75.633,81.642,98.066,99.382,108.003,123.514,117.105,138.679,143.076,169.192,158.983,156.39
GPI,GARANTİ PORTFÖY İKİNCİ DEĞİŞKEN FON,1.665,2.31,5.261,7.068,9.637,10.852,12.66,16.389,17.402,27.404,33.903,34.181,28.762,31.924,NaN,32.526,32.164,32.982,33.564,33.748,34.711,35.403,36.904,38.638,38.34,39.137,36.904,35.339,34.68,38.373,37.066,35.846,37.521,38.671,40.043,39.07,40.894,44.292,44.941,46.998,50.272,50.233,54.514,54.803,57.278,56.22,56.557
GZJ,GARANTİ PORTFÖY İKİNCİ FON SEPETİ FONU,1.848,3.398,5.566,8.668,11.361,13.835,16.514,20.653,21.103,34.114,41.934,42.906,35.545,40.298,NaN,39.494,39.095,40.163,41.179,41.453,42.072,41.934,42.349,43.963,43.963,45.904,42.976,41.316,40.5,45.686,43.468,39.895,40.703,41.248,42.976,43.186,46.196,51.19,53.98,58.406,60.759,62.188,67.393,68.067,71.925,70.42,71.42
GPC,GARANTİ PORTFÖY İKİNCİ SERBEST ( DÖVİZ ) FON,0.229,0.022,1.209,5.061,8.623,8.448,11.419,17.62,20.141,37.548,50.062,51.14,37.381,42.763,NaN,44.549,42.809,45.027,44.768,44.416,46.318,49.119,51.118,52.256,53.247,51.897,48.872,51.046,51.605,51.104,51.27,50.966,50.298,49.933,49.069,49.38,51.561,54.932,54.477,57.846,59.304,64.204,64.058,64.144,64.212,65.521,65.435
GKV,GARANTİ PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),5.265,13.374,18.754,25.95,28.726,40.635,46.399,47.87,46.866,58.851,75.692,77.13,76.029,83.491,NaN,65.052,62.142,66.621,67.685,62.644,59.61,56.954,57.829,59.748,64.168,79.114,68.068,64.021,57.965,70.719,61.218,52.909,55.232,61.43,65.572,67.685,78.679,97.054,104.503,111.194,134.331,134.481,156.019,165.058,190.6,188.097,191.06
MET,GARANTİ PORTFÖY METAVERSE VE YENİ TEKNOLOJİLER DEĞİŞKEN FON,-1.854,-2.348,-0.171,1.1,7.047,10.082,14.183,17.722,20.649,34.488,42.496,47.426,52.178,55.704,NaN,49.957,48.807,50.344,50.733,53.246,56.122,62.21,59.543,64.967,58.243,58.963,54.056,56.122,60.866,66.54,69.612,72.458,75.05,73.486,71.443,67.658,70.772,76.643,76.643,91.347,88.052,89.891,101.036,95.852,101.267,97.624,87.648
GAH,GARANTİ PORTFÖY MUTLAK GETİRİ HEDEFLİ DEĞİŞKEN FON,1.58,2.163,5.149,7.073,9.77,11.045,12.867,16.766,17.819,27.637,34.005,34.511,29.193,32.198,NaN,32.466,32.065,32.915,33.549,33.64,34.511,35.254,36.954,38.502,38.015,38.747,36.43,34.835,34.051,37.386,35.957,34.65,36.43,37.724,39.092,37.966,39.686,42.998,43.416,45.492,48.692,48.523,52.449,52.509,54.431,53.464,53.584
GZG,GARANTİ PORTFÖY SAĞLIK SEKTÖRÜ DEĞİŞKEN FON,2.064,2.232,1.964,7.562,10.579,11.091,13.355,19.212,21.966,35.908,44.28,44.013,40.95,40.632,NaN,40.442,39.436,40.759,43.946,46.107,47.7,48.192,45.154,45.561,43.416,43.284,42.498,42.173,41.078,41.72,42.237,40.95,42.043,42.824,44.213,41.655,49.616,54.208,56.69,58.848,60.237,68.287,69.755,72.385,76.088,76.188,71.72
EUZ,GARANTİ PORTFÖY SERBEST (DÖVİZ-AVRO) FON,0.818,0.742,0.18,2.653,7.627,8.202,11.356,18.263,21.943,38.197,47.308,46.799,41.682,41.25,NaN,41.78,40.226,43.316,44.529,47.557,50.544,52.528,53.223,53.431,52.611,51.035,47.628,48.771,49.353,48.771,53.177,51.215,52.095,51.846,52.573,53.239,56.008,57.649,59.934,69.092,65.252,71.8,72.859,72.285,72.674,75.077,72.353
GZR,GARANTİ PORTFÖY SÜRDÜRÜLEBİLİRLİK HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),5.165,10.47,17.482,21.32,26.136,34.863,38.498,41.021,39.553,53.162,69.399,69.87,58.598,73.298,NaN,56.076,55.02,60.496,63.699,59.195,57.327,51.851,58.233,63.699,63.407,78.59,63.407,58.919,53.205,69.243,55.855,53.035,56.209,62.633,71.46,73.298,78.127,94.515,97.379,105.342,118.83,114.141,131.453,133.22,157.471,147.836,138.275
GZL,GARANTİ PORTFÖY TARIM VE GIDA SEKTÖRÜ DEĞİŞKEN FON,-0.326,1.729,3.518,10.27,13.628,16.35,20.0,25.41,28.463,44.749,52.012,49.05,46.763,47.612,NaN,42.724,41.864,46.763,44.068,49.414,48.472,43.326,39.028,42.591,43.729,43.932,41.929,39.344,38.776,39.918,40.174,39.726,39.091,40.949,40.949,38.274,39.091,46.552,46.904,49.706,50.295,55.33,62.853,63.899,70.854,66.395,64.782
GTM,GARANTİ PORTFÖY TEMETTÜ ÖDEYEN ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),6.362,14.477,20.439,27.107,32.643,41.295,45.3,47.318,45.782,59.213,74.872,70.699,60.963,76.477,NaN,61.81,60.292,66.001,69.011,65.199,63.617,58.23,63.53,69.664,73.393,88.48,75.271,72.712,65.11,79.673,64.492,62.151,66.992,71.556,76.985,79.988,87.333,108.967,111.264,119.871,135.168,132.502,149.675,152.545,177.117,161.787,157.406
GZH,GARANTİ PORTFÖY TEMİZ ENERJİ DEĞİŞKEN FON,-2.574,-4.151,-5.611,-1.731,4.607,7.41,11.498,13.164,16.403,29.577,38.536,39.887,39.887,42.595,NaN,34.768,33.448,36.66,32.539,36.866,41.046,35.035,31.01,38.115,34.038,35.91,29.886,29.762,30.196,28.903,36.729,35.775,34.369,31.199,31.515,26.862,31.199,33.841,37.696,50.886,52.49,59.918,66.057,60.862,60.862,58.8,50.802
GTY,GARANTİ PORTFÖY TREND SERBEST FON,1.12,2.221,3.758,6.392,8.457,8.96,11.391,16.303,17.233,29.525,38.303,40.371,32.449,38.303,NaN,37.412,37.978,38.794,38.958,40.371,40.792,41.898,42.329,43.372,41.727,40.371,37.735,36.533,37.978,40.036,42.848,45.596,46.049,45.596,43.811,41.556,41.727,43.11,42.675,45.596,46.139,45.958,46.596,44.787,45.686,43.899,44.165
GZY,GARANTİ PORTFÖY TURİZM VE SEYAHAT SEKTÖRÜ DEĞİŞKEN FON,1.883,-1.16,0.383,4.06,6.832,9.755,15.403,21.23,25.285,43.779,55.591,54.603,58.854,59.002,NaN,57.314,58.78,60.047,58.928,65.325,64.606,56.808,52.733,57.314,53.836,58.484,52.665,53.076,55.308,59.597,67.601,75.27,73.84,72.695,69.349,67.518,73.31,76.724,72.433,81.33,82.007,85.473,97.394,99.824,111.214,110.043,96.032
GPU,GARANTİ PORTFÖY ÜÇÜNCÜ DEĞİŞKEN FON,2.084,2.761,5.611,7.676,10.351,12.646,15.137,19.28,19.903,32.071,39.568,40.067,32.255,37.155,NaN,36.677,36.286,37.071,38.036,37.893,38.524,38.294,40.067,41.645,41.105,42.646,39.539,37.637,36.93,41.615,39.306,36.621,38.553,39.539,41.405,40.926,43.167,47.771,48.861,52.961,57.035,56.961,61.723,60.942,65.294,62.473,61.684
GVI,GARANTİ PORTFÖY ÜÇÜNCÜ FON SEPETİ FONU,2.424,4.968,8.082,11.445,15.15,18.908,22.28,27.136,27.136,41.907,51.905,52.894,43.06,49.54,NaN,47.866,46.94,49.118,50.713,50.499,51.578,51.253,52.453,54.685,54.009,55.482,52.453,49.646,48.281,56.171,52.563,50.284,51.253,53.005,54.912,54.685,58.04,65.207,68.232,74.484,78.765,80.753,87.323,87.489,94.926,94.21,93.498
GAS,GARANTİ PORTFÖY ÜÇÜNCÜ SERBEST(DÖVİZ) FON,0.662,0.662,1.333,4.11,5.556,6.294,9.353,16.031,17.829,33.333,42.056,43.396,40.741,42.056,NaN,42.056,42.056,43.396,43.396,44.762,46.154,47.573,47.573,49.02,49.02,49.02,47.573,47.573,47.573,47.573,47.573,49.02,49.02,49.02,49.02,50.495,52.0,53.535,55.102,55.102,56.701,56.701,56.701,58.333,58.333,60.0,60.0
ECA,GLOBAL MD PORTFÖY BİRİNCİ DEĞİŞKEN FON,3.728,5.96,10.345,12.676,15.732,20.527,23.314,25.984,25.737,34.454,44.144,43.177,34.737,43.82,NaN,37.931,43.177,48.492,51.3,49.184,47.806,44.796,51.3,55.718,55.34,65.803,55.34,52.745,48.837,60.0,53.11,50.588,52.381,56.863,62.437,64.103,66.234,72.973,74.387,77.778,85.507,81.818,91.617,93.353,104.473,100.627,97.531
GMD,GLOBAL MD PORTFÖY BİRİNCİ FON SEPETİ FONU,0.204,0.51,1.547,4.623,6.953,7.713,10.432,16.234,17.272,28.777,35.7,36.831,32.236,36.357,NaN,35.141,35.793,37.404,37.404,38.175,39.152,39.744,40.342,41.553,42.372,42.785,41.147,41.961,41.859,42.681,42.063,42.475,42.681,43.513,43.723,43.723,44.779,47.38,47.27,49.054,50.191,52.046,53.11,53.708,54.917,55.284,55.284
EC2,GLOBAL MD PORTFÖY BİRİNCİ HİSSE SENEDİ FONU(HİSSE SENEDİ YOĞUN FON),5.969,10.478,24.588,28.758,36.231,43.818,46.44,45.382,46.415,62.278,83.047,82.457,72.79,91.721,NaN,73.704,78.619,85.933,91.431,86.263,84.277,76.373,89.685,96.777,98.96,116.577,95.864,89.861,79.708,97.111,81.519,75.926,79.221,86.005,94.942,97.084,100.237,115.18,117.793,126.419,141.32,135.794,153.543,156.626,182.956,175.496,168.135
GZN,GLOBAL MD PORTFÖY BOĞAZİÇİ SERBEST FON,0.234,3.102,4.876,9.532,12.275,17.359,22.886,26.505,25.927,48.522,60.301,61.426,34.423,62.789,NaN,50.2,52.306,55.281,59.539,55.878,53.642,50.2,64.508,71.059,73.601,92.114,74.131,69.611,62.36,70.417,55.894,55.862,60.686,65.55,81.061,82.648,92.378,108.505,123.655,135.184,150.138,134.113,166.247,174.151,201.545,194.406,177.157
GLG,GLOBAL MD PORTFÖY CAPİTAL HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),5.609,12.759,17.185,20.422,27.855,40.961,43.962,43.899,44.338,57.36,69.949,69.862,50.295,68.995,NaN,60.097,56.247,62.133,66.7,59.021,55.66,46.767,49.347,58.035,71.977,86.599,72.694,63.091,56.542,74.238,59.48,57.734,60.64,69.862,77.504,75.066,86.075,113.944,114.498,125.442,148.986,145.481,151.442,157.899,188.425,181.324,179.427
GZM,GLOBAL MD PORTFÖY DİNAMİK SERBEST (TL) FON,-0.181,3.322,9.613,8.946,12.824,17.215,18.813,22.007,20.455,28.069,41.288,39.327,37.363,51.845,NaN,38.28,37.849,43.058,44.084,42.015,40.212,33.461,37.648,43.212,46.994,58.077,48.543,48.31,41.138,53.144,44.273,44.21,46.054,53.534,58.797,60.918,60.179,73.885,72.481,76.572,83.875,79.929,91.419,96.413,114.61,106.773,106.708
EBD,GLOBAL MD PORTFÖY İKİNCİ DEĞİŞKEN FON,2.439,5.0,7.692,10.526,13.514,16.667,18.31,21.739,20.0,25.373,31.25,31.25,27.273,33.333,NaN,29.231,33.333,37.705,40.0,37.705,37.705,35.484,37.705,40.0,42.373,47.368,40.0,40.0,37.705,44.828,40.0,37.705,40.0,42.373,47.368,47.368,47.368,55.556,55.556,61.538,64.706,64.706,71.429,71.429,78.723,75.0,75.0
GLC,GLOBAL MD PORTFÖY İKİNCİ FON SEPETİ FONU,0.649,1.728,4.085,6.355,8.934,10.271,12.897,14.564,16.598,23.875,26.444,26.914,26.914,27.961,NaN,29.909,29.613,29.81,29.416,28.442,29.81,28.442,29.22,30.206,27.198,24.599,22.541,18.05,12.972,20.042,14.795,11.934,13.347,14.718,16.519,17.078,19.038,24.781,26.071,27.388,30.405,30.008,35.047,35.369,40.61,38.668,39.233
GKF,GLOBAL MD PORTFÖY KATILIM FONU,4.796,10.016,17.237,21.899,24.939,29.59,36.478,40.492,42.937,59.844,63.405,60.594,59.844,60.594,NaN,69.193,73.333,76.764,76.309,75.107,75.107,74.957,74.957,74.957,74.957,74.957,76.916,76.916,76.916,76.916,76.764,76.916,76.916,76.916,77.069,77.682,80.334,80.651,81.129,81.931,83.393,83.885,84.215,84.546,84.546,85.045,85.547
HKM,HEDEF PORTFÖY BAŞAK HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),1.673,9.375,15.212,23.463,24.327,30.435,40.34,41.718,44.015,66.547,85.096,76.336,113.494,131.463,NaN,116.09,120.841,131.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
HVK,HEDEF PORTFÖY BİRİNCİ BORÇLANMA ARAÇLARI (TL) FONU,0.724,1.458,2.135,2.89,3.797,4.577,5.368,6.098,6.839,7.59,8.351,8.968,9.592,10.223,NaN,11.508,12.079,12.656,13.24,13.914,14.51,15.113,15.722,16.249,16.87,17.498,18.133,18.682,19.237,19.89,20.362,21.028,21.604,22.187,22.873,23.468,24.068,24.674,25.286,25.905,26.529,27.159,27.69,28.332,28.981,29.636,30.409
HJB,HEDEF PORTFÖY BİRİNCİ DEĞİŞKEN FON,4.786,7.477,8.131,8.875,9.546,10.998,13.931,13.026,18.682,19.079,19.58,19.983,20.389,20.901,NaN,30.67,36.564,41.874,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NNF,HEDEF PORTFÖY BİRİNCİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),8.542,17.902,26.055,33.075,40.563,49.388,53.498,56.136,53.713,68.099,90.933,91.799,76.891,94.308,NaN,74.865,71.402,76.408,80.463,74.007,69.525,60.725,73.814,82.774,86.939,100.036,79.11,74.865,65.02,83.231,67.052,56.181,59.397,65.119,69.63,73.239,80.02,97.591,99.746,106.967,120.413,116.123,135.173,141.053,169.28,158.271,155.568
HDA,HEDEF PORTFÖY DÖRDÜNCÜ İSTATİSTİKSEL ARBİTRAJ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
HMC,HEDEF PORTFÖY EKİNOKS SERBEST (TL) FON,1.094,8.251,7.083,16.034,19.407,24.908,27.893,28.297,26.58,30.436,42.502,44.425,44.63,48.16,NaN,37.445,36.066,37.818,38.995,35.793,34.092,34.224,35.521,38.758,43.204,51.981,43.406,41.51,39.952,45.562,45.928,44.118,44.63,46.242,45.98,50.518,51.077,58.249,65.191,76.903,92.749,92.566,99.265,106.133,125.443,134.409,143.387
HGM,HEDEF PORTFÖY İKİNCİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),2.697,7.722,8.803,18.205,24.911,34.962,40.9,41.751,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
HKH,HEDEF PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),4.228,10.239,14.819,24.791,31.565,42.449,48.647,50.607,51.66,62.024,78.12,78.928,81.472,87.835,NaN,75.313,71.502,74.96,81.929,72.046,68.309,73.769,80.041,90.14,96.691,109.816,94.313,88.325,82.005,98.4,86.223,75.384,75.953,79.892,80.491,85.745,100.88,120.59,124.122,133.908,154.636,157.355,179.395,190.428,227.719,225.751,225.262
KSA,HEDEF PORTFÖY KISA VADELİ SERBEST (TL) FON,0.662,1.332,2.109,2.899,3.801,4.72,5.55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
FNT,HEDEF PORTFÖY MODEL HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
HYV,HEDEF PORTFÖY PARA PİYASASI (TL) FONU,0.583,1.174,1.831,2.497,3.234,4.043,4.866,5.702,6.485,7.214,7.885,8.564,9.183,9.809,NaN,11.011,11.586,12.167,12.68,13.272,13.795,14.324,14.857,15.395,15.938,16.408,16.961,17.439,18.001,18.488,18.979,19.473,19.972,20.559,21.067,21.494,22.01,22.617,23.055,23.584,24.118,24.657,25.2,25.656,26.208,26.765,27.326
HDK,HEDEF PORTFÖY VEGA İSTATİSTİKSEL ARBİTRAJ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),1.185,1.385,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
HST,HSBC PORTFÖY  BORÇLANMA ARAÇLARI (TL) FONU,0.447,0.899,1.814,2.982,3.218,4.662,4.662,5.647,5.896,4.662,3.456,2.746,7.674,7.416,NaN,7.674,8.193,6.651,6.147,7.16,5.399,3.456,2.746,3.695,4.662,5.152,6.147,6.651,5.399,6.651,5.152,5.647,5.152,6.651,7.16,7.416,7.933,10.591,11.692,10.591,10.864,10.864,13.959,13.098,13.098,12.531,13.384
HBF,HSBC PORTFÖY ALTIN FONU,-0.781,-1.483,-2.071,1.568,3.507,4.559,7.393,12.026,12.405,24.333,28.195,28.246,24.024,23.81,NaN,30.612,29.192,31.674,34.391,34.447,38.885,46.154,46.154,47.889,47.636,44.379,41.85,40.512,40.314,42.474,45.759,48.295,50.255,51.857,51.29,51.308,55.074,54.722,55.97,64.944,63.137,66.448,63.281,58.605,62.32,64.902,65.26
HBN,HSBC PORTFÖY BİRİNCİ FON SEPETİ FONU,1.843,2.883,5.545,8.349,12.254,14.812,17.975,22.183,24.491,38.145,46.036,46.536,42.631,47.8,NaN,42.988,43.108,45.416,46.16,46.913,47.291,47.291,49.346,51.996,51.727,53.77,50.66,50.263,49.476,53.77,52.131,51.593,53.495,54.603,55.869,56.153,58.611,61.604,62.988,65.347,68.437,67.449,NaN,NaN,NaN,NaN,NaN
HBU,HSBC PORTFÖY BİST 30 ENDEKSİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),4.236,7.994,15.217,17.979,22.163,30.74,34.047,36.436,32.755,47.537,64.833,68.46,55.882,71.82,NaN,51.096,48.491,54.139,58.391,52.097,50.437,42.65,48.491,52.772,51.096,70.545,53.452,47.537,40.326,55.18,46.285,42.355,43.841,51.429,58.028,59.122,60.606,71.82,74.43,84.225,100.291,96.296,113.313,114.642,143.463,136.77,129.667
HPO,HSBC PORTFÖY ÇOKLU VARLIK BİRİNCİ DEĞİŞKEN FON,1.818,1.818,3.704,5.66,5.66,7.692,7.692,9.804,9.804,14.286,16.667,16.667,16.667,16.667,NaN,19.149,19.149,19.149,21.739,21.739,21.739,21.739,21.739,21.739,24.444,24.444,24.444,24.444,24.444,24.444,24.444,24.444,33.333,33.333,33.333,33.333,33.333,33.333,36.585,36.585,36.585,36.585,36.585,36.585,36.585,40.0,40.0
HPD,HSBC PORTFÖY ÇOKLU VARLIK İKİNCİ DEĞİŞKEN FON,1.0,2.02,4.124,7.447,9.783,12.222,14.773,18.824,21.687,32.895,42.254,42.254,40.278,44.286,NaN,40.278,40.278,42.254,44.286,44.286,44.286,44.286,46.377,48.529,50.746,53.03,48.529,48.529,50.746,55.385,53.03,53.03,53.03,55.385,55.385,55.385,60.317,62.903,62.903,65.574,71.186,71.186,74.138,74.138,80.357,77.193,77.193
HSA,HSBC PORTFÖY DEĞİŞKEN (TL) FON,5.531,9.701,14.778,18.913,22.309,28.057,31.739,34.271,35.81,45.673,53.615,50.295,44.522,52.358,NaN,42.804,43.572,47.186,48.881,47.152,45.525,44.129,50.108,54.755,55.824,62.28,54.124,51.301,48.325,58.336,51.782,49.689,50.785,53.122,57.236,58.466,63.648,68.975,70.994,74.249,81.232,77.145,86.847,92.875,100.686,97.607,98.036
HVS,HSBC PORTFÖY HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),6.569,11.792,19.869,25.0,31.532,41.473,46.293,49.284,46.881,65.909,84.343,83.417,66.667,85.751,NaN,63.311,62.584,69.374,73.397,67.816,65.158,60.088,68.591,76.329,76.755,93.634,76.329,70.163,62.946,82.045,68.981,63.311,65.533,71.765,77.616,79.361,84.81,95.187,98.37,106.799,121.212,114.076,133.974,140.924,166.423,158.865,157.951
HKR,HSBC PORTFÖY KIRMIZI HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),11.269,17.716,30.755,36.499,43.839,55.596,63.545,68.099,67.832,94.388,119.647,114.518,91.568,120.334,NaN,88.661,88.492,98.218,103.173,98.777,97.661,89.167,101.43,118.737,117.611,142.317,117.163,108.588,100.095,128.432,114.083,110.458,113.434,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
HPT,HSBC PORTFÖY KISA VADELİ BORÇLANMA ARAÇLARI (TL) FONU,0.0,0.0,0.0,2.941,2.941,2.941,2.941,2.941,2.941,2.941,6.061,6.061,6.061,6.061,NaN,6.061,6.061,6.061,6.061,9.375,9.375,9.375,9.375,9.375,9.375,9.375,9.375,9.375,9.375,12.903,12.903,12.903,12.903,12.903,12.903,12.903,12.903,12.903,12.903,12.903,16.667,16.667,16.667,16.667,16.667,16.667,16.667
HSL,HSBC PORTFÖY PARA PİYASASI (TL) FONU,0.39,0.789,1.206,1.624,2.018,2.469,2.946,3.402,3.876,4.341,4.811,5.275,5.68,6.074,NaN,6.801,7.152,7.474,7.822,8.172,8.523,8.861,9.191,9.509,9.852,10.192,10.539,10.89,11.222,11.55,11.874,12.18,12.507,12.809,13.106,13.391,13.677,13.978,14.292,14.586,14.882,15.175,15.475,15.768,16.062,16.394,16.734
