Fund,Full Fund Name,1 Weeks,2 Weeks,3 Weeks,4 Weeks,5 Weeks,6 Weeks,7 Weeks,8 Weeks,9 Weeks,10 Weeks,11 Weeks,12 Weeks,13 Weeks,14 Weeks,15 Weeks,16 Weeks,17 Weeks,18 Weeks,19 Weeks,20 Weeks,21 Weeks,22 Weeks,23 Weeks,24 Weeks,25 Weeks,26 Weeks,27 Weeks,28 Weeks,29 Weeks,30 Weeks,31 Weeks,32 Weeks,33 Weeks,34 Weeks,35 Weeks,36 Weeks,37 Weeks,38 Weeks,39 Weeks,40 Weeks,41 Weeks,42 Weeks,43 Weeks,44 Weeks,45 Weeks,46 Weeks,47 Weeks,48 Weeks,49 Weeks,50 Weeks,51 Weeks,52 Weeks,53 Weeks,54 Weeks,55 Weeks,56 Weeks,57 Weeks,58 Weeks,59 Weeks
MPN,AKTİF PORTFÖY İKİNCİ AKTİF SERBEST (DÖVİZ) FON,2.43,3.665,3.737,4.88,4.783,5.577,6.569,6.593,6.974,8.165,5.706,5.651,6.227,6.009,6.962,10.905,14.877,14.41,17.012,24.198,26.562,43.48,54.697,57.14,48.644,52.329,NaN,52.394,51.22,52.869,53.099,53.429,55.17,57.523,59.626,60.699,61.163,59.985,58.206,59.376,59.886,59.77,59.349,59.287,60.021,59.617,59.233,59.904,61.209,63.412,62.889,64.718,66.345,70.196,71.282,71.447,71.55,74.037,74.474
EYT,AKTİF PORTFÖY İKİNCİ FON SEPETİ FONU,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
BUL,AKTİF PORTFÖY İNŞAAT SEKTÖRÜ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MPS,AKTİF PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),2.956,7.136,-2.044,-7.197,-5.334,-1.415,0.134,-2.427,0.546,5.143,8.603,6.281,9.999,14.357,20.778,27.869,31.808,41.96,47.755,48.488,46.958,60.849,76.722,79.637,75.84,83.714,NaN,61.39,57.507,61.979,66.181,59.606,55.242,50.597,52.437,54.401,55.888,71.83,58.152,54.68,49.563,62.463,53.531,50.125,52.884,57.59,61.0,61.456,66.899,84.592,87.833,92.357,107.842,107.302,121.401,122.016,145.391,139.792,139.122
MPF,AKTİF PORTFÖY KISA VADELİ KİRA SERTİFİKASI KATILIM (TL) FONU,0.616,1.167,1.723,2.285,2.892,3.429,3.972,4.48,5.034,5.553,6.078,6.526,7.019,7.516,8.019,8.696,9.295,9.857,10.558,10.823,11.356,11.805,12.212,12.667,13.173,13.636,NaN,14.622,15.097,15.529,16.012,16.499,16.99,17.435,17.884,18.337,18.844,19.304,19.767,20.234,20.705,21.179,21.604,22.139,22.571,23.06,23.553,23.995,24.495,24.944,25.395,25.85,26.309,26.712,27.177,27.645,28.116,28.591,29.07
MPK,AKTİF PORTFÖY KİRA SERTİFİKASI KATILIM (TL) FONU,0.654,1.284,2.019,2.765,3.422,4.021,4.626,5.239,5.963,6.662,6.98,7.549,8.161,8.706,9.294,9.888,10.489,11.325,11.981,12.565,13.116,13.793,14.397,14.925,15.541,15.997,NaN,17.004,17.515,17.943,18.245,18.766,19.512,18.635,19.116,19.955,21.579,22.361,23.059,23.671,24.241,24.672,25.01,25.397,27.373,28.232,28.793,29.205,29.775,30.298,30.719,31.41,32.378,33.196,33.581,34.08,34.919,35.37,36.283
IDL,AKTİF PORTFÖY PARA PİYASASI (TL) FONU,1.051,1.669,2.296,2.988,3.571,4.281,4.879,5.485,6.159,6.717,7.344,7.915,8.492,9.14,9.796,10.393,11.131,11.88,12.569,13.337,14.045,14.689,15.341,15.926,16.518,17.04,NaN,18.176,18.791,19.256,19.803,20.356,20.913,21.395,21.963,22.453,23.03,23.529,24.117,24.625,25.137,25.74,26.174,26.699,27.228,27.762,28.301,28.753,29.299,29.759,30.314,30.78,31.25,31.818,32.295,32.873,33.358,33.846,34.338
GPT,AKTİF PORTFÖY ROBOTİK TEKNOLOJİLERİ DEĞİŞKEN FON,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MTS,AKTİF PORTFÖY TARIM VE SÜRDÜRÜLEBİLİRLİK FON SEPETİ FONU,4.416,3.276,1.069,2.875,0.303,0.608,-1.341,-0.75,-2.432,1.456,-0.301,-3.428,-3.709,-4.127,-3.146,1.146,4.581,6.345,9.512,13.259,16.858,31.873,39.515,38.06,35.795,38.06,NaN,34.144,33.468,36.918,34.827,39.958,40.701,36.354,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CPU,AKTİF PORTFÖY TEKNOLOJİ KATILIM FONU,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RBA,ALBARAKA PORTFÖY BEREKET VAKFI NA DESTEK ALTIN KATILIM FONU,-0.666,-2.706,2.578,9.424,8.885,7.435,7.765,7.473,6.457,6.514,7.088,7.222,6.476,5.834,5.33,10.05,12.18,13.655,18.108,23.843,23.946,34.082,35.023,37.164,31.367,32.416,NaN,40.424,38.758,41.859,44.819,44.995,49.574,56.805,56.64,58.428,58.513,54.933,52.167,51.203,50.859,52.869,56.026,58.428,59.957,61.734,61.08,60.043,63.507,63.06,64.362,73.136,71.593,75.015,71.889,67.452,71.396,73.893,74.35
RBK,ALBARAKA PORTFÖY KATILIM FONU,1.434,2.194,2.964,3.992,3.719,4.596,5.123,5.291,5.911,7.085,5.854,5.769,6.252,7.085,7.492,10.553,12.245,12.404,14.319,18.99,20.146,31.126,41.378,43.115,39.979,41.53,NaN,41.58,41.682,42.703,43.426,43.582,44.737,45.91,46.83,46.83,46.884,46.396,45.481,45.803,45.481,45.428,45.91,46.504,45.964,46.45,46.558,47.157,48.259,49.603,51.666,52.542,53.251,55.233,55.355,54.99,50.972,51.145,51.492
RBH,ALBARAKA PORTFÖY KATILIM HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),1.536,4.127,-5.349,-9.155,-6.655,-2.158,-0.203,-2.943,-0.439,5.396,8.092,10.922,15.414,19.63,26.947,33.175,36.25,46.692,51.614,52.798,50.813,64.961,80.473,81.898,78.98,87.266,NaN,63.488,60.061,63.919,66.344,59.792,54.903,48.988,51.759,51.711,54.669,71.355,58.62,54.635,46.813,57.727,49.612,46.346,47.358,51.229,55.646,58.216,60.981,77.423,83.464,91.382,105.247,108.453,125.256,130.753,154.12,150.729,151.391
PVK,ALBARAKA PORTFÖY KISA VADELİ KATILIM SERBEST (TL) FON,0.646,1.3,2.019,2.747,3.486,4.178,4.821,5.471,6.069,6.613,7.225,7.781,8.343,8.974,9.549,10.194,10.848,11.442,12.245,12.991,13.678,14.303,15.006,15.575,16.149,16.656,NaN,17.832,18.28,18.806,19.336,19.795,20.257,20.723,21.192,21.666,22.222,22.784,23.351,23.841,24.17,24.501,25.167,25.841,26.011,26.437,26.866,27.297,27.82,28.17,28.611,28.966,29.412,29.861,30.314,30.769,31.228,31.69,31.969
RBV,ALBARAKA PORTFÖY KISA VADELİ KİRA SERTİFİKALARI KATILIM (TL) FONU,0.604,1.215,1.834,2.415,3.004,3.598,4.061,4.621,5.14,5.664,6.193,6.484,7.268,7.913,8.465,9.125,9.69,10.364,11.048,11.632,12.115,12.657,13.204,13.701,14.202,14.707,NaN,15.732,16.193,16.658,17.127,17.54,18.016,18.496,18.919,19.345,19.774,20.206,20.641,21.08,21.458,21.903,22.35,22.801,23.779,24.307,24.773,25.242,25.647,26.122,26.602,27.084,27.501,27.991,28.485,28.982,29.484,29.916,30.425
RBT,ALBARAKA PORTFÖY KİRA SERTİFİKALARI  KATILIM FONU,0.552,1.063,1.626,2.196,2.436,3.015,3.551,4.093,4.591,5.144,5.652,6.114,6.683,7.258,7.681,8.214,8.644,9.186,9.734,10.287,10.678,11.185,11.128,11.525,11.924,12.327,NaN,13.14,13.551,13.906,14.323,14.743,15.166,15.592,16.021,16.454,16.827,17.203,17.581,17.961,18.28,18.665,18.988,19.313,19.836,21.433,21.703,22.111,22.521,23.281,23.699,24.05,24.474,24.758,25.186,25.69,26.125,26.562,27.003
LLA,ALLBATROSS PORTFÖY AYDIN HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),34.011,35.234,21.891,14.7,15.82,15.934,20.897,15.034,16.847,21.516,22.774,23.285,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
HVU,ALLBATROSS PORTFÖY BİRİNCİ DEĞİŞKEN FON,0.313,1.184,-1.347,-3.645,-1.574,0.352,4.867,4.525,6.302,8.369,19.478,24.769,26.243,29.889,32.988,35.59,37.333,41.657,43.16,42.524,44.695,50.293,54.272,55.018,52.71,57.301,NaN,51.09,53.533,55.961,58.272,58.663,62.897,61.665,65.526,67.582,69.018,71.965,69.465,68.241,75.256,87.29,83.012,81.586,83.012,87.29,91.201,91.773,95.875,110.855,112.957,120.844,130.368,130.991,136.531,139.179,151.619,148.45,150.635
BVM,ALLBATROSS PORTFÖY BİRİNCİ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),0.374,3.314,-10.454,-13.124,-10.154,-7.36,-6.553,-10.184,-8.685,-6.324,-5.798,-7.039,-6.65,-3.526,-0.075,2.642,3.995,12.082,13.075,11.153,10.148,15.461,18.419,21.093,22.141,29.517,NaN,16.161,23.095,27.182,30.908,37.628,29.205,22.869,27.849,30.462,38.553,47.551,38.481,34.588,32.33,42.228,31.036,28.032,31.68,36.577,41.777,43.753,47.795,61.118,64.378,70.873,81.394,78.733,91.091,92.601,112.104,105.756,106.549
HVZ,ALLBATROSS PORTFÖY BİRİNCİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),0.082,2.969,-2.829,-8.907,-6.497,-3.396,-0.682,-5.281,-2.386,1.477,5.536,5.11,10.267,15.882,22.634,28.885,32.352,42.171,48.31,49.589,49.589,61.607,76.064,75.47,73.051,82.05,NaN,65.275,67.479,72.805,77.696,74.964,72.723,68.409,78.919,86.24,95.648,108.773,91.632,87.391,81.868,98.853,84.916,76.405,80.874,89.241,97.773,101.494,114.935,140.648,144.035,156.589,175.416,175.833,192.92,200.661,229.502,223.932,232.511
HVT,ALLBATROSS PORTFÖY BİRİNCİ PARA PİYASASI (TL) FONU,0.739,1.488,2.249,3.021,3.726,4.441,5.166,5.818,6.563,7.233,7.826,8.426,9.12,9.823,10.535,11.256,12.079,12.914,13.761,14.622,15.495,16.283,16.981,17.688,18.3,18.919,NaN,20.176,20.708,21.352,21.895,22.552,23.105,23.663,24.226,24.794,25.483,25.946,26.531,27.12,27.715,28.316,28.801,29.167,29.781,30.277,30.902,31.407,31.915,32.427,32.943,33.333,33.725,33.857,34.12,34.384,35.317,35.586,35.721
AS1,ALLBATROSS PORTFÖY BİRİNCİ SERBEST (DÖVİZ) FON,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
DEF,ALLBATROSS PORTFÖY DEFNE SERBEST FON,0.787,3.33,2.094,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
GIH,ALLBATROSS PORTFÖY GIDA VE İÇECEK SEKTÖRÜ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),2.517,3.15,-5.168,-12.105,-7.989,-6.652,-7.274,-8.942,-7.428,-1.475,2.959,4.18,6.709,12.914,17.772,25.375,35.662,45.47,50.18,49.107,64.694,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AEV,ALLBATROSS PORTFÖY İHRACATÇI ŞİRKETLER HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),-1.692,2.703,-3.042,-9.108,-5.635,-1.299,2.066,-0.303,2.81,7.275,5.106,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
IHZ,ALLBATROSS PORTFÖY İKİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
IHA,ALLBATROSS PORTFÖY İKİNCİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),2.389,2.321,-3.923,-11.169,-7.715,-5.569,-4.988,-9.395,-4.517,0.85,11.731,14.636,17.876,23.046,27.31,32.903,40.656,50.243,55.701,57.449,52.02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AOJ,ALLBATROSS PORTFÖY İNŞAAT SEKTÖRÜ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),-0.291,0.39,-7.961,-17.216,-11.75,-3.561,1.479,-4.279,8.659,12.953,9.468,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
KHT,ALLBATROSS PORTFÖY KARTAL HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),1.849,4.928,-0.188,-7.741,-5.837,-2.085,-1.359,-8.481,-6.608,-3.095,-2.025,-5.11,0.251,5.135,14.071,15.39,18.296,19.179,21.445,23.703,21.26,34.315,45.446,40.705,28.479,44.004,NaN,33.752,32.751,36.263,37.317,38.029,34.996,41.202,52.969,60.826,62.959,59.222,59.54,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
KST,ALLBATROSS PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PRU,ALLBATROSS PORTFÖY PARA PİYASASI SERBEST (TL) FON,0.67,1.448,2.138,2.838,3.547,4.163,4.89,5.522,6.269,6.918,7.574,8.239,8.912,9.593,10.283,10.982,11.809,12.647,13.376,14.239,15.115,15.877,16.648,17.43,18.223,18.757,NaN,20.114,20.805,21.363,22.067,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PKF,ATA PORTFÖY ALTIN KATILIM FONU,0.678,1.907,6.285,10.049,8.883,7.051,7.916,7.742,7.482,7.742,7.395,8.003,7.223,6.454,5.948,9.959,11.893,13.22,16.988,21.787,21.344,28.709,28.092,31.238,25.094,27.359,NaN,35.635,39.749,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
TLZ,ATA PORTFÖY ANALİZ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),0.866,3.544,-4.476,-9.564,-8.021,-6.923,0.585,-0.315,4.775,7.509,12.859,10.077,14.594,20.779,27.863,32.997,37.694,47.899,53.104,56.387,52.781,66.426,83.975,83.144,72.281,90.295,NaN,70.599,69.289,72.927,76.418,71.784,69.97,61.881,70.312,72.369,75.108,92.244,74.565,67.332,60.726,75.168,59.789,55.333,56.629,63.237,65.963,65.529,75.593,99.744,105.702,115.04,126.982,126.171,142.744,154.571,181.505,174.864,167.115
AED,ATA PORTFÖY BİRİNCİ DEĞİŞKEN FON,0.95,2.478,-0.769,-3.227,-1.647,1.034,2.264,0.48,3.41,7.264,8.8,7.719,11.317,14.947,18.806,25.485,30.227,37.695,43.588,46.244,45.185,62.131,74.709,73.647,60.841,71.053,NaN,65.977,65.355,68.764,73.121,70.939,71.089,71.719,77.475,81.346,81.672,88.676,76.084,70.07,66.279,77.676,68.5,63.622,67.126,70.74,75.562,75.556,80.43,89.886,90.856,94.418,103.121,101.502,112.976,114.32,127.464,121.659,118.408
AAK,ATA PORTFÖY ÇOKLU VARLIK DEĞİŞKEN FON,1.086,2.559,-0.17,-2.26,-0.771,1.807,2.793,1.17,3.586,6.722,7.916,7.243,10.3,13.381,16.674,22.262,26.361,32.142,37.217,38.927,38.139,52.515,63.226,62.505,53.075,61.066,NaN,56.589,56.187,58.724,61.824,60.462,60.69,60.788,64.755,67.616,68.097,72.193,64.703,60.935,58.645,65.634,60.495,57.618,60.219,62.706,66.086,66.313,69.774,75.945,76.731,79.395,84.454,83.875,90.722,91.437,99.521,96.328,95.142
AUT,ATA PORTFÖY DENGELİ DEĞİŞKEN FON,-0.397,-0.582,-0.765,-1.131,-1.338,9.974,9.685,9.334,8.922,8.545,8.17,7.767,7.214,6.818,6.485,6.215,5.44,5.204,22.197,21.526,20.745,20.013,20.474,19.707,19.214,18.016,NaN,17.061,16.337,15.267,14.529,16.085,15.764,15.764,15.586,15.906,16.157,16.157,15.871,16.409,16.625,16.806,17.025,17.28,17.942,18.128,18.388,18.016,18.239,18.612,18.987,19.327,19.593,19.555,20.166,20.397,20.668,20.9,21.329
ANZ,ATA PORTFÖY DÖRDÜNCÜ SERBEST (DÖVİZ) FON,1.351,2.098,2.808,3.815,4.287,5.324,6.12,6.539,7.099,8.519,6.319,6.424,6.95,7.322,7.88,11.499,13.098,13.993,16.69,24.447,25.839,43.073,53.198,54.513,50.425,51.927,NaN,51.756,51.628,52.592,53.416,54.712,56.189,57.464,59.063,59.557,59.51,58.97,58.202,58.666,58.83,58.876,59.134,59.628,59.959,60.434,60.768,62.168,65.118,66.492,67.655,68.465,69.763,70.81,70.891,70.54,70.945,72.363,71.952
AAS,ATA PORTFÖY FON SEPETİ SERBEST FONU,0.752,1.427,2.218,3.148,3.492,4.556,5.227,5.756,6.194,7.217,4.76,4.872,5.303,5.227,5.434,8.359,9.323,9.669,12.108,19.732,20.712,35.867,41.745,42.705,42.74,43.504,NaN,44.1,43.994,44.064,44.241,44.559,44.878,46.099,46.826,49.544,46.171,44.276,41.473,39.071,40.429,41.677,42.602,46.753,48.639,48.564,46.899,44.205,46.135,47.931,47.708,52.679,53.914,58.548,63.742,59.061,68.804,69.58,60.708
AAV,ATA PORTFÖY İKİNCİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),0.614,3.34,-3.412,-10.597,-7.484,-2.481,-0.413,-3.227,2.066,6.699,11.334,11.3,17.242,23.966,31.32,40.938,47.117,59.608,64.644,69.852,67.023,83.857,102.599,99.754,86.368,103.366,NaN,87.291,85.89,91.813,97.796,91.68,88.618,84.06,93.857,100.705,103.939,116.499,94.981,87.841,80.527,98.503,82.267,74.335,78.084,82.857,90.267,91.284,98.586,117.631,118.833,124.742,143.284,139.022,161.619,168.346,198.253,184.611,179.78
AYA,ATA PORTFÖY KAR PAYI ÖDEYEN HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.139,4.946,-1.752,-6.953,-6.125,-2.338,-0.337,-5.062,-1.178,4.472,6.223,4.863,11.097,18.725,24.149,29.918,34.512,44.787,36.95,40.435,38.608,52.041,68.544,64.79,48.979,65.816,NaN,51.157,51.092,54.511,58.535,54.332,51.221,45.44,49.88,54.064,59.318,74.881,59.461,55.822,46.54,58.535,44.356,39.827,42.33,48.006,54.983,55.731,61.909,78.276,81.342,87.173,100.603,98.694,112.318,118.189,140.995,133.904,132.983
AAL,ATA PORTFÖY PARA PİYASASI (TL) FONU,0.652,1.312,1.981,2.659,3.346,3.942,4.545,5.156,5.773,6.398,6.924,7.349,7.884,8.317,8.862,9.413,9.969,10.645,11.214,11.905,12.487,13.075,13.67,14.271,14.878,15.368,NaN,16.487,16.991,17.5,18.013,18.531,19.053,19.448,19.978,20.513,21.053,21.597,22.009,22.424,22.981,23.402,23.826,24.253,24.683,24.971,25.406,25.698,26.138,26.581,26.878,27.326,27.778,28.081,28.537,28.844,29.306,29.772,30.241
RTG,ATA PORTFÖY ROBOTİK TEKNOLOJİLERİ DEĞİŞKEN FON,5.415,5.112,0.826,1.441,1.273,3.565,0.826,-0.055,-1.028,4.096,5.172,1.217,-1.081,-2.763,-1.348,1.217,5.172,9.778,13.033,14.304,19.218,33.188,44.664,49.877,57.487,60.95,NaN,52.627,51.24,53.01,50.37,55.745,57.895,58.304,53.395,60.95,56.277,62.956,54.822,61.804,64.42,69.916,75.287,74.785,75.962,72.154,71.348,65.461,68.044,72.968,77.498,91.023,NaN,NaN,NaN,NaN,NaN,NaN,NaN
YLC,ATA PORTFÖY TARIM VE GIDA DEĞİŞKEN FON,3.21,3.21,1.7,1.269,-0.416,0.654,-1.102,-0.554,-0.416,3.857,2.62,0.56,0.466,2.474,5.33,12.363,15.31,17.32,19.401,24.221,28.751,44.758,52.334,50.735,49.066,49.066,NaN,43.984,43.123,47.737,46.73,50.209,49.791,45.639,42.366,45.246,46.531,47.635,44.273,42.838,42.649,44.564,44.273,42.46,41.524,45.246,44.08,41.897,42.272,49.066,48.86,51.477,53.967,56.2,63.182,61.59,68.941,67.496,66.461
DGH,ATA PORTFÖY ÜÇÜNCÜ SERBEST (TL) FONU,0.771,1.523,2.286,3.061,3.847,4.579,5.321,6.039,6.732,7.434,8.003,8.613,9.194,9.782,10.525,11.354,12.195,13.049,13.758,14.556,15.325,16.063,16.81,17.524,18.205,18.893,NaN,20.206,20.829,21.503,22.139,22.782,23.385,23.994,24.609,25.23,25.809,26.442,27.032,27.628,28.179,28.735,29.193,29.655,30.12,30.64,31.165,31.747,32.28,32.764,33.361,33.907,34.514,35.014,35.575,36.14,36.653,37.054,37.574
TAL,ATLAS PORTFÖY ALTIN KATILIM FONU,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AHI,ATLAS PORTFÖY BİRİNCİ HİSSE SENEDİ FONU(HİSSE SENEDİ YOĞUN),-1.392,0.274,-8.066,-12.907,-8.743,-4.458,-1.921,-5.509,-0.544,5.408,9.335,7.821,10.542,15.121,19.449,26.165,31.097,40.588,45.008,47.843,44.541,57.969,75.429,75.527,71.284,79.268,NaN,56.726,53.784,58.927,62.038,55.872,53.08,49.43,58.144,66.762,69.512,84.873,68.207,64.049,51.357,60.189,51.766,40.25,38.095,38.533,37.587,39.121,41.384,55.887,59.507,68.477,84.245,89.597,110.703,117.974,138.825,137.814,137.562
AHU,ATLAS PORTFÖY BİRİNCİ ÖZEL SEKTÖR BORÇLANMA ARAÇLARI FONU,0.721,1.481,2.283,2.916,3.618,4.361,5.146,5.847,6.622,7.31,8.14,8.813,9.564,10.256,11.026,11.844,12.673,13.552,14.407,15.199,15.926,16.895,17.643,18.36,19.046,19.74,NaN,21.025,21.742,22.468,23.202,23.945,24.697,25.233,25.865,26.548,27.24,27.938,28.598,29.264,29.985,30.666,31.353,32.048,32.751,33.41,34.127,34.851,35.531,36.218,36.912,37.613,38.321,39.037,39.704,40.378,41.115,41.744,42.496
