Fund,Full Fund Name,1 Weeks,2 Weeks,3 Weeks,4 Weeks,5 Weeks,6 Weeks,7 Weeks,8 Weeks,9 Weeks,10 Weeks,11 Weeks,12 Weeks,13 Weeks,14 Weeks,15 Weeks,16 Weeks,17 Weeks,18 Weeks,19 Weeks,20 Weeks,21 Weeks,22 Weeks,23 Weeks,24 Weeks,25 Weeks,26 Weeks,27 Weeks,28 Weeks,29 Weeks,30 Weeks,31 Weeks,32 Weeks,33 Weeks,34 Weeks,35 Weeks,36 Weeks,37 Weeks,38 Weeks,39 Weeks,40 Weeks,41 Weeks,42 Weeks,43 Weeks,44 Weeks,45 Weeks,46 Weeks,47 Weeks,48 Weeks,49 Weeks,50 Weeks,51 Weeks,52 Weeks,53 Weeks,54 Weeks,55 Weeks,56 Weeks,57 Weeks,58 Weeks,59 Weeks,60 Weeks,61 Weeks,62 Weeks,63 Weeks,64 Weeks,65 Weeks,66 Weeks,67 Weeks,68 Weeks,69 Weeks,70 Weeks,71 Weeks,72 Weeks,73 Weeks,74 Weeks
KST,ALLBATROSS PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),0.830,-3.954,-3.069,0.190,1.478,-1.803,-2.771,-4.937,-2.591,2.934,-2.531,-5.051,-4.419,-2.047,-4.937,-4.187,-1.374,1.609,2.733,13.271,22.119,22.784,16.531,18.990,20.259,16.274,14.420,13.761,17.485,13.925,14.007,14.836,15.255,16.790,14.920,6.978,9.729,14.836,12.384,13.028,13.190,11.511,11.041,11.119,9.577,10.112,11.986,12.625,11.433,13.434,17.660,19.170,18.722,23.649,26.624,27.031,25.617,27.544,26.522,19.080,16.704,22.879,17.398,19.170,15.762,14.420,11.906,6.187,5.267,3.882,6.330,8.448,9.653,9.501
OFI,OYAK PORTFÖY İKİNCİ FON SEPETİ FONU,-0.438,0.633,0.569,0.474,0.284,0.157,1.242,1.793,2.515,3.448,4.160,4.536,5.929,6.248,7.143,8.053,7.578,9.128,9.504,10.570,13.490,15.594,14.926,17.560,19.639,20.045,21.235,23.399,25.642,24.219,26.040,28.849,26.090,23.832,23.399,26.744,28.019,28.745,28.797,30.061,30.381,30.918,32.335,33.838,35.550,36.422,37.187,39.108,35.319,35.897,36.892,38.141,39.657,38.321,39.903,39.535,39.903,39.903,39.903,40.088,41.020,44.677,42.986,42.091,43.437,44.677,46.073,44.677,45.939,43.826,45.805,48.668,49.506,50.284
IV8,INVEO PORTFÖY KİRA SERTİFİKALARI KATILIM FONU,0.620,1.306,2.001,2.706,3.360,4.084,4.818,5.500,6.190,7.083,7.860,8.582,9.381,10.260,11.153,11.990,12.911,13.776,14.653,15.619,16.678,17.601,18.459,19.491,20.216,21.113,21.941,22.780,23.717,24.668,25.545,26.346,27.247,28.069,28.902,29.840,30.696,31.661,32.639,33.633,34.540,35.665,36.705,37.654,38.725,39.922,40.916,42.038,43.063,44.571,45.395,46.590,47.682,48.915,50.168,51.443,52.740,54.059,55.401,56.766,58.016,59.428,60.721,62.329,63.520,64.880,66.263,67.669,69.421,70.881,72.035,73.541,74.902,76.459
IDH,İŞ PORTFÖY BIST 100 DIŞI ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.638,-3.644,-0.227,2.857,4.569,3.058,2.100,1.121,2.209,7.510,2.239,0.687,1.952,4.095,2.527,2.258,4.538,3.655,8.606,9.645,18.062,23.089,16.626,18.088,18.820,15.553,16.898,20.571,24.587,23.392,23.754,24.896,21.656,24.103,22.078,11.984,15.175,18.659,16.215,15.998,14.811,11.393,10.033,11.960,11.510,12.617,15.301,15.832,13.931,15.238,19.290,20.627,22.262,27.941,28.221,33.934,32.040,31.941,32.488,24.147,22.036,29.052,21.418,24.823,20.475,17.943,17.509,9.417,6.030,3.513,6.469,7.368,6.201,9.531
YEF,YAPI KREDİ PORTFÖY BIST 30 ENDEKSİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),3.269,-0.714,1.312,3.269,6.269,2.056,-1.975,-3.740,-0.572,5.144,2.056,-3.740,-3.873,0.000,-1.278,0.289,0.725,3.423,3.577,4.669,15.449,18.197,13.008,13.562,17.997,15.066,14.122,16.611,20.035,15.066,16.807,17.201,15.833,15.066,12.097,1.164,2.963,10.845,11.022,9.795,10.493,8.255,8.594,12.097,10.317,11.200,11.736,14.122,10.669,11.736,15.066,18.601,17.997,25.000,26.134,25.225,22.575,23.446,24.329,12.460,11.557,18.197,13.008,14.309,12.642,13.377,12.460,4.985,4.669,2.056,3.269,4.511,6.595,6.269
IAU,PARDUS PORTFÖY İKİNCİ İSTATİSTİKSEL ARBİTRAJ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),0.577,1.407,1.703,2.451,3.057,3.619,4.396,5.025,5.609,6.307,6.851,8.066,8.741,9.711,10.174,10.817,11.586,12.668,13.402,14.270,14.772,15.533,16.564,17.284,18.280,19.224,19.908,20.809,21.937,22.869,24.331,25.450,26.208,26.820,28.142,29.492,30.381,31.364,32.278,33.121,33.889,35.100,35.979,37.049,38.045,39.519,40.646,45.950,45.950,47.287,48.649,50.576,52.221,53.564,55.390,56.554,58.213,59.786,64.826,63.154,65.610,70.334,72.300,75.189,73.444,70.057,67.602,66.800,66.137,75.042,76.371,71.311,78.632,79.862
ZCN,ZİRAAT PORTFÖY EMTİA FON SEPETİ FONU,-1.293,1.623,1.229,0.481,0.935,1.987,4.961,7.300,9.361,10.753,13.155,15.280,17.884,17.928,18.106,19.595,15.706,17.795,20.054,20.008,21.404,19.732,23.268,25.441,27.640,28.636,29.755,29.060,30.949,29.863,31.832,36.725,30.676,31.114,30.567,36.665,37.869,38.295,35.541,37.869,40.719,42.838,42.254,43.690,48.389,49.737,50.096,51.843,46.720,49.737,50.601,50.024,53.480,50.892,49.309,48.108,50.964,50.819,50.024,52.509,56.550,61.809,60.894,57.021,59.257,60.235,62.649,58.692,61.809,55.926,56.082,57.179,59.745,59.582
ZVO,ZİRAAT PORTFÖY ÜÇÜNCÜ SERBEST (TL) FON,-2.995,-11.751,-7.797,-3.697,-3.772,-11.119,-10.949,-17.861,-19.599,-8.723,-15.283,-13.653,-13.089,-11.813,-12.967,-13.493,-21.164,-21.744,-22.557,-20.491,-18.987,-21.414,-22.022,-23.417,-21.181,-19.651,-16.816,-10.843,1.582,5.018,10.501,26.100,22.816,20.317,14.439,9.334,8.474,16.515,10.797,13.153,19.429,19.048,11.929,8.034,4.429,0.350,-4.340,2.223,-0.507,-0.134,-1.559,-0.321,8.696,5.315,1.887,4.664,10.665,8.664,9.591,4.459,0.730,0.921,-4.044,-1.585,-5.264,-6.852,-10.457,-12.702,-12.146,-14.877,-3.772,-7.683,-8.364,-4.414
ZPF,ZİRAAT PORTFÖY KATILIM FONU (DÖVİZ),0.428,0.971,1.063,1.645,2.128,2.580,3.035,3.769,4.399,4.727,5.324,5.827,6.379,6.995,7.734,8.219,8.827,9.664,10.404,11.383,11.707,12.349,13.241,13.991,14.331,15.082,15.870,16.411,17.362,18.008,18.815,19.599,19.699,19.864,19.951,23.812,24.546,24.842,25.494,26.335,27.148,27.644,28.400,29.298,29.642,29.853,30.149,30.952,31.599,32.332,33.002,33.778,34.481,35.082,35.246,35.283,35.641,35.752,36.067,36.392,37.312,38.263,38.541,38.772,39.500,41.147,42.365,43.884,44.603,44.551,45.552,47.521,46.406,47.783
VNK,VEGA PORTFÖY ANKA SERBEST FON,0.258,1.944,2.646,2.537,2.483,3.522,4.922,6.185,7.838,9.666,10.667,11.366,12.594,13.583,14.387,15.476,15.821,16.797,17.433,18.077,19.532,20.497,21.099,22.785,24.279,24.759,26.384,27.213,29.333,29.679,31.525,33.609,33.793,34.722,35.286,34.816,35.854,37.589,37.784,39.168,40.275,41.091,42.333,44.131,45.101,46.747,47.979,50.039,50.039,51.208,53.239,55.698,57.085,59.539,60.996,62.615,63.575,65.529,67.097,65.670,67.965,70.624,69.729,72.138,72.598,74.460,75.407,74.460,74.617,74.304,77.169,78.967,81.139,82.674
FIB,FİBA PORTFÖY ALTIN FONU,-2.661,3.538,2.093,-3.091,-2.444,0.458,7.335,11.139,14.323,16.755,20.937,26.149,29.118,28.739,27.988,30.655,29.118,31.045,31.832,31.832,33.030,31.832,32.628,33.435,35.913,35.077,41.158,33.841,36.760,33.841,36.760,45.847,45.847,50.859,50.342,59.636,61.397,63.197,59.636,63.806,71.484,74.900,77.016,80.658,83.682,82.917,83.682,86.017,79.918,85.232,81.405,79.184,89.224,82.917,76.305,81.405,80.658,90.043,92.544,92.544,99.545,105.140,104.186,106.103,105.140,112.077,120.603,117.327,123.980,115.196,127.461,129.843,131.053,132.275
FYO,QNB PORTFÖY ÖZEL SEKTÖR BORÇLANMA ARAÇLARI FONU,0.676,1.476,2.171,2.995,3.712,4.561,5.300,6.176,6.938,7.841,8.627,9.559,10.370,11.194,12.171,13.021,13.885,14.910,15.803,16.710,17.632,18.725,19.519,20.811,21.633,22.634,23.651,24.860,25.915,26.809,27.897,29.004,29.942,31.085,32.053,33.036,34.033,35.250,36.280,37.327,38.390,39.470,40.787,41.905,43.040,44.426,45.603,46.798,48.259,49.498,50.759,52.041,53.345,54.671,56.021,57.394,58.792,60.215,61.664,63.139,64.641,65.863,67.416,69.318,70.611,71.923,73.592,75.294,76.680,78.443,79.879,81.339,83.197,84.711
GIH,ALLBATROSS PORTFÖY GIDA VE İÇECEK SEKTÖRÜ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),0.672,-3.020,-0.111,3.631,5.455,5.765,3.393,1.011,-0.608,4.171,-1.909,-4.463,-5.169,-2.123,-4.868,0.391,0.167,2.626,3.333,3.333,11.194,14.159,9.235,7.088,8.444,4.840,3.037,7.088,9.168,5.952,5.765,8.053,8.313,8.118,4.962,-0.222,3.691,5.578,3.571,1.296,4.474,2.159,2.334,1.239,-0.388,-0.498,-4.311,-2.600,-4.463,-1.695,3.215,9.168,6.643,7.536,6.202,6.391,7.151,2.802,6.139,-2.389,-7.653,-7.748,-10.279,-9.192,-11.646,-17.066,-16.721,-22.029,-23.424,-25.332,-23.359,-21.140,-19.191,-19.589
YNK,YAPI KREDİ PORTFÖY NİŞANTAŞI KAR PAYI ÖDEYEN SERBEST (DÖVİZ) FON,0.451,0.889,1.328,1.895,0.726,0.867,1.040,1.143,1.587,2.035,2.621,2.786,3.193,3.750,4.745,5.467,6.070,5.410,6.039,6.980,7.402,8.172,9.024,9.795,9.983,10.665,11.358,12.223,13.171,13.740,11.836,13.008,12.057,12.071,11.563,15.375,15.981,16.166,16.689,17.688,18.590,19.370,20.261,19.076,19.132,19.128,19.284,19.992,20.298,20.940,21.531,22.180,22.829,23.435,23.477,23.502,20.503,20.648,20.533,20.675,21.541,22.584,22.990,22.899,23.555,25.330,26.688,28.072,28.797,26.506,27.371,29.374,28.520,29.670
RBN,RE-PIE PORTFÖY BEŞİNCİ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),1.750,-4.832,-2.006,0.909,-0.327,-3.858,-10.287,-13.588,-9.956,-3.478,-7.500,-11.968,-13.281,-10.287,-7.988,-6.221,-7.148,-6.077,-6.293,-6.865,-1.532,-0.245,-4.385,-4.907,-3.402,-4.832,-4.460,-1.293,-0.489,-4.235,-3.249,-5.202,-6.723,-6.149,-8.264,-16.826,-15.326,-9.889,-10.811,-11.200,-8.057,-8.744,-8.744,-5.422,-7.710,-6.077,-6.437,-3.934,-6.936,-7.640,-5.422,-2.006,-1.293,3.915,5.806,4.897,3.387,5.077,5.259,-3.631,-4.535,-0.082,-1.849,0.411,-1.134,1.496,-0.570,-6.651,-6.865,-8.333,-8.126,-6.794,-4.009,10.498
RTH,RE-PIE PORTFÖY BİRİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),2.675,-0.695,-1.532,-1.626,0.097,-1.362,-4.102,-7.233,-4.565,2.614,0.567,-2.705,-4.441,-2.057,-0.714,0.823,1.882,3.232,3.190,4.342,13.733,15.833,13.083,12.983,15.912,16.173,13.008,11.877,18.257,16.807,18.639,18.013,15.938,15.417,12.958,0.156,2.634,9.752,9.776,8.001,10.602,8.274,9.008,12.686,10.864,12.514,12.391,15.366,11.804,12.958,15.625,19.466,21.498,28.575,29.254,28.479,24.407,25.317,24.739,14.314,13.909,19.995,15.651,19.189,14.416,16.042,14.263,6.635,5.910,4.852,5.174,7.012,11.756,11.104
GGK,INVEO PORTFÖY ALTIN FON,-2.917,3.379,2.107,-3.142,-2.322,0.439,7.822,11.268,14.529,17.097,21.148,26.763,29.431,29.100,28.225,30.758,29.306,31.055,31.724,31.939,33.436,32.314,32.793,33.686,35.982,35.465,41.294,34.145,36.966,34.952,36.349,45.415,45.503,50.155,49.377,58.940,61.096,63.465,60.180,63.863,68.114,74.030,75.671,78.992,83.326,80.030,80.164,83.799,76.876,81.296,78.098,77.264,88.400,80.647,76.387,80.271,80.539,87.438,87.787,88.752,95.356,102.304,102.338,103.596,103.767,111.522,120.612,118.071,125.498,116.861,127.360,127.104,127.531,130.957
TMM,TERA PORTFÖY İKİNCİ SERBEST (DÖVİZ) FON,0.295,0.565,0.908,0.940,1.307,1.585,1.865,2.278,2.400,2.639,2.932,3.438,3.556,3.976,4.743,4.979,5.526,6.055,6.625,7.411,7.546,8.178,9.047,9.670,9.930,10.655,11.229,11.618,12.078,12.593,12.716,13.643,13.781,14.110,14.077,17.786,19.082,19.891,20.970,22.399,53.049,61.740,63.000,64.465,64.931,65.642,65.144,66.031,65.881,67.360,68.797,69.454,71.908,73.088,75.048,74.704,75.100,75.797,75.539,75.257,76.849,79.694,80.789,80.878,81.140,84.328,86.676,88.533,89.806,89.757,90.885,93.385,93.061,94.120
FZP,FİBA PORTFÖY SERBEST FON,0.922,1.021,1.943,2.922,3.794,4.173,4.469,5.023,5.976,7.325,7.549,7.662,8.456,9.589,10.317,11.320,12.293,13.507,14.365,15.262,17.233,18.612,19.244,20.417,21.326,22.075,23.304,24.498,25.592,26.333,27.460,28.286,29.221,30.301,31.032,31.501,32.688,33.967,35.093,36.130,37.147,38.104,39.188,40.442,41.563,42.861,44.426,45.777,47.027,48.384,49.767,51.265,52.702,54.259,55.707,57.086,58.344,59.770,61.273,62.342,63.790,65.370,66.656,68.568,69.624,71.148,72.758,74.991,76.311,77.467,79.261,81.539,84.535,86.004
GAE,GARANTİ PORTFÖY BİST30 ENDEKSİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),3.385,-0.592,0.901,2.752,5.000,0.901,-2.609,-4.545,-1.754,4.025,1.511,-4.274,-4.274,-0.592,-1.466,0.599,0.901,3.385,3.704,5.000,15.464,17.895,13.514,13.898,18.310,15.464,15.068,18.310,21.300,16.263,17.895,18.310,16.263,15.862,13.131,2.128,4.348,12.752,12.752,11.628,12.375,9.804,9.446,12.752,10.891,11.628,12.375,14.286,10.526,11.628,14.676,18.310,17.483,24.444,25.373,24.444,22.182,22.628,23.529,12.375,12.000,17.895,13.131,14.286,12.752,13.514,12.375,5.000,5.000,2.439,3.385,4.348,6.667,5.994
EKF,QİNVEST PORTFÖY KİRA SERTİFİKASI KATILIM (TL) FONU,0.952,1.923,2.913,3.922,3.922,4.950,6.000,7.071,7.071,8.163,9.278,10.417,11.579,11.579,12.766,13.978,15.217,15.217,16.484,17.778,19.101,19.101,20.455,21.839,23.256,23.256,24.706,26.190,26.190,27.711,29.268,29.268,30.864,32.500,32.500,34.177,34.177,35.897,37.662,37.662,39.474,41.333,41.333,43.243,45.205,45.205,47.222,47.222,49.296,51.429,51.429,53.623,53.623,55.882,55.882,58.209,60.606,60.606,63.077,63.077,65.625,65.625,68.254,70.968,70.968,70.968,73.770,76.667,76.667,79.661,79.661,82.759,82.759,85.965
TJT,TEB PORTFÖY ALTINCI SERBEST (DÖVİZ-AVRO) FON,-0.128,1.052,0.839,1.181,1.248,1.873,1.111,1.699,1.457,2.878,3.665,3.853,4.397,4.593,5.259,7.526,5.504,7.895,7.116,6.861,8.404,11.156,11.705,13.954,15.288,15.586,17.161,16.957,17.439,17.768,18.704,22.934,22.957,25.828,24.368,27.808,29.125,32.229,33.270,34.112,35.396,35.459,36.465,38.892,39.187,38.820,38.546,39.160,38.514,38.991,39.904,40.916,41.771,40.132,39.373,40.354,39.817,39.051,38.032,36.996,37.635,40.253,39.917,39.576,40.176,43.397,45.752,48.997,49.138,48.064,50.069,52.451,53.118,54.120
ZPA,ZİRAAT PORTFÖY SERBEST (DÖVİZ) FON,0.410,0.843,1.249,1.509,2.018,2.359,2.642,3.015,3.413,3.698,4.167,4.445,4.856,5.341,5.911,6.371,6.809,7.539,8.175,9.106,9.266,9.967,10.824,11.449,11.632,12.378,12.980,13.463,14.215,14.761,15.426,16.176,16.024,15.956,15.944,20.265,20.846,21.001,21.494,22.309,23.123,23.604,24.373,25.266,25.621,25.786,25.921,26.694,27.279,27.916,28.475,29.083,29.863,30.334,30.399,30.157,30.718,30.742,30.852,31.016,31.708,32.432,32.631,32.563,33.217,34.786,35.835,37.444,38.050,37.951,38.963,40.743,39.603,40.940
OSD,OSMANLI PORTFÖY ÖZEL SEKTÖR BORÇLANMA ARAÇLARI FONU,0.800,1.545,2.360,3.138,3.959,4.782,5.608,6.437,7.278,8.111,9.002,9.885,10.805,11.812,12.633,13.564,14.522,15.522,16.514,17.537,18.564,19.582,20.577,21.840,22.787,23.908,24.991,26.123,27.261,28.403,29.567,30.703,31.810,32.969,34.132,35.211,36.326,37.495,38.702,39.894,41.031,42.283,43.518,44.774,46.073,47.375,48.700,50.071,51.467,52.845,54.316,55.747,57.181,58.642,60.130,61.622,63.142,64.613,66.138,67.665,69.247,70.721,72.333,74.234,75.622,77.270,78.948,80.628,82.308,84.020,85.764,87.409,89.354,91.063
HMS,HSBC PORTFÖY SÜRDÜRÜLEBİLİRLİK HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),2.564,-3.614,-1.235,0.000,2.564,-1.235,-2.439,-4.762,-3.614,1.266,-1.235,-6.977,-6.977,-3.614,-4.762,-2.439,-2.439,0.000,0.000,0.000,11.111,14.286,8.108,8.108,11.111,8.108,8.108,12.676,14.286,9.589,9.589,11.111,9.589,9.589,8.108,-3.614,-1.235,3.896,3.896,2.564,5.263,2.564,2.564,5.263,5.263,6.667,8.108,9.589,8.108,9.589,14.286,15.942,14.286,21.212,21.212,21.212,19.403,21.212,25.000,12.676,12.676,17.647,11.111,14.286,12.676,11.111,11.111,2.564,0.000,-2.439,-1.235,-1.235,1.266,0.000
FPE,FİBA PORTFÖY EUROBOND BORÇLANMA ARAÇLARI (DÖVİZ) FONU,0.450,1.033,1.366,1.890,2.679,2.978,3.142,3.545,3.746,4.420,5.326,5.369,6.112,6.410,7.599,8.432,9.272,10.612,10.859,11.726,13.023,13.899,14.688,15.664,16.362,16.909,17.493,18.288,19.864,20.028,20.858,22.290,20.654,21.218,19.862,24.072,24.859,24.902,25.697,26.844,27.275,28.263,29.819,31.301,31.482,31.343,31.474,32.093,31.950,32.590,33.365,34.234,34.915,35.562,35.724,35.752,35.704,35.903,35.568,35.590,36.463,37.861,38.278,38.162,38.934,41.102,42.798,44.163,44.936,45.041,46.080,48.830,47.644,48.914
AIS,AK PORTFÖY PARA PİYASASI KATILIM FONU,1.250,1.250,2.532,3.846,3.846,5.195,5.195,6.579,8.000,8.000,9.459,9.459,10.959,12.500,12.500,14.085,14.085,15.714,15.714,17.391,17.391,19.118,19.118,20.896,20.896,22.727,22.727,24.615,24.615,26.562,26.562,26.562,28.571,28.571,28.571,30.645,30.645,32.787,32.787,35.000,35.000,37.288,37.288,37.288,39.655,39.655,42.105,42.105,44.643,44.643,47.273,47.273,47.273,50.000,50.000,50.000,52.830,52.830,55.769,55.769,58.824,58.824,58.824,62.000,62.000,62.000,65.306,65.306,68.750,68.750,68.750,72.340,72.340,72.340
ONE,AKTİF PORTFÖY BİRİNCİ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),2.273,-2.766,-0.442,10.947,16.099,10.728,11.829,10.511,9.863,13.407,0.987,-5.063,-5.858,-2.682,-0.442,0.446,0.626,1.260,4.651,1.351,1.902,1.626,-0.968,1.169,6.132,3.878,3.022,6.939,7.965,3.496,5.239,6.433,6.534,6.534,2.928,-7.635,-7.331,-3.599,-4.337,-5.462,-4.010,-5.542,-5.143,-3.599,-6.172,-6.639,-5.858,-3.764,-7.635,-5.936,-3.101,-0.881,-3.267,-0.442,2.087,1.443,0.897,2.646,0.626,-6.328,-8.759,-4.337,-8.981,-9.783,-11.487,-11.137,-12.109,-17.703,-18.714,-20.830,-20.607,-20.099,-19.065,-20.269
TTE,İŞ PORTFÖY BIST TEKNOLOJİ AĞIRLIK SINIRLAMALI ENDEKSİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),-0.102,-6.130,-4.669,-0.407,-2.098,-6.755,-6.933,-9.761,-9.006,-1.210,-7.021,-6.933,-5.039,-1.309,-2.584,-2.584,-2.584,3.704,6.176,7.692,13.821,12.128,8.407,11.617,14.754,9.865,9.742,6.870,10.360,10.985,9.989,9.865,9.131,10.485,13.689,9.989,14.486,27.604,27.604,30.493,25.964,22.653,21.588,25.160,22.042,25.320,25.000,26.615,25.802,24.524,28.105,31.720,29.801,33.515,31.720,36.300,37.640,39.601,37.447,30.319,26.779,30.319,24.524,25.641,22.807,17.506,16.251,7.692,10.985,13.557,17.225,18.644,16.390,15.294
IJC,İŞ PORTFÖY YARI İLETKEN TEKNOLOJİLERİ DEĞİŞKEN FON,-2.652,-7.892,-8.037,-4.490,-6.745,-6.578,-4.402,-1.959,-2.530,4.162,7.487,5.524,10.377,10.403,14.439,15.030,16.839,20.324,21.558,25.067,29.964,33.276,33.963,39.203,40.036,38.277,37.344,49.784,62.669,64.297,70.772,67.412,59.509,50.749,46.777,42.944,42.639,32.672,27.070,34.155,29.228,29.964,24.717,29.157,29.461,32.484,31.258,35.045,32.672,31.757,36.762,42.487,40.943,40.541,45.681,44.266,42.683,46.985,48.078,41.049,45.049,51.138,48.760,43.536,41.646,43.338,52.096,38.585,40.625,33.772,31.332,37.667,40.921,36.047
HBN,HSBC PORTFÖY BİRİNCİ FON SEPETİ FONU,0.531,-1.417,-1.131,-0.146,0.888,0.000,-0.146,-0.176,1.158,4.348,4.220,1.278,1.671,3.492,3.241,4.380,4.894,6.767,7.136,8.019,13.110,15.291,13.223,13.828,15.291,14.324,15.369,17.924,19.370,17.842,18.828,19.621,19.537,19.119,18.251,14.709,16.116,18.828,18.787,19.621,20.808,20.637,21.324,24.380,25.756,26.550,26.833,28.944,27.976,29.582,32.452,34.173,33.595,37.088,37.697,37.753,36.977,38.143,39.615,34.332,35.024,38.256,37.309,38.256,38.143,38.706,40.305,35.561,35.994,32.865,33.021,35.346,36.758,36.977
MJG,AKTİF PORTFÖY GÜMÜŞ FON SEPETİ FONU,-3.850,5.743,5.279,4.198,-4.315,2.965,9.715,14.457,20.981,22.384,25.111,30.816,33.756,34.232,34.096,39.951,32.502,37.091,42.572,43.346,43.972,45.373,47.348,54.992,61.374,62.935,67.025,65.109,65.732,63.439,67.769,77.631,73.011,63.170,66.568,72.936,77.710,81.624,75.349,81.167,82.841,86.766,94.425,92.394,95.820,102.948,99.874,103.836,92.487,93.333,100.076,96.014,101.041,92.862,86.854,82.546,92.768,97.431,93.570,91.974,100.177,110.335,111.515,108.727,112.081,119.307,126.135,119.368,126.588,108.837,103.889,111.854,118.762,111.176
IAT,İŞ PORTFÖY KİRA SERTİFİKALARI KATILIM (TL) FONU,0.658,1.325,2.000,2.685,3.378,4.082,4.795,5.517,6.250,6.993,7.746,8.511,9.286,10.072,10.870,11.679,12.500,13.333,15.038,15.038,16.794,17.692,18.605,19.531,20.472,21.429,22.400,22.400,23.387,24.390,25.410,26.446,26.446,27.500,28.571,28.571,29.661,30.769,31.897,33.043,34.211,35.398,35.398,36.607,37.838,39.091,40.367,40.367,41.667,42.991,44.340,45.714,47.115,47.115,48.544,50.000,51.485,53.000,53.000,54.545,56.122,57.732,57.732,59.375,61.053,61.053,62.766,64.516,64.516,66.304,68.132,68.132,70.000,71.910
OTJ,OYAK PORTFÖY KIYMETLİ MADENLER FON SEPETİ FONU,-2.027,3.622,3.088,1.027,-3.890,1.945,9.939,13.499,19.676,20.214,23.361,27.891,30.176,30.237,29.875,33.049,28.124,30.723,34.808,35.524,36.348,37.653,38.812,46.118,49.906,50.510,56.038,53.015,55.908,53.981,57.395,63.213,61.149,57.838,60.183,66.409,70.715,74.650,69.528,72.660,74.541,79.112,83.148,85.021,88.378,90.943,89.844,93.914,86.498,87.810,90.489,87.058,94.452,85.942,80.787,80.322,85.757,90.360,89.523,86.065,91.923,98.023,103.188,101.872,102.968,107.090,112.989,111.383,118.210,107.935,105.874,111.224,115.858,113.638
GTF,AZİMUT PYŞ BİRİNCİ BORÇLANMA ARAÇLARI FONU,1.239,0.655,1.055,2.160,3.089,3.262,2.600,3.426,4.294,6.355,7.263,5.739,7.007,7.738,8.287,9.351,9.341,11.448,11.014,10.301,13.253,14.879,15.560,17.042,17.242,18.359,20.644,21.296,21.649,22.222,24.026,23.150,23.947,23.645,20.707,18.551,18.877,19.485,20.433,21.536,21.738,22.581,24.995,26.675,27.994,29.340,31.258,32.494,34.014,33.830,34.045,36.297,37.000,39.304,39.837,39.703,39.420,39.754,40.375,39.954,41.138,44.044,46.888,51.695,53.267,54.667,55.532,56.869,57.588,58.744,59.874,61.175,62.430,63.797
KIA,TRIVE PORTFÖY MUTLAK GETİRİ HEDEFLİ DEĞİŞKEN FON,1.479,-1.218,0.422,1.508,3.301,0.366,-0.447,-0.224,2.412,6.860,5.783,1.827,1.682,4.390,3.301,4.635,4.727,5.846,5.658,6.924,14.621,17.723,13.780,14.584,17.995,14.731,12.844,17.878,18.900,13.202,13.346,10.880,5.877,4.298,6.003,-0.530,3.331,10.949,10.229,9.653,10.983,8.983,8.816,10.673,11.783,11.994,12.915,13.925,12.346,14.805,17.336,18.544,19.859,21.533,22.451,23.255,22.958,25.114,24.982,22.074,24.503,27.758,26.265,26.624,26.804,28.866,28.866,26.534,27.941,25.687,27.211,29.474,30.325,28.726
RHS,ROTA PORTFÖY HİSSE SENEDİ (TL) FON (HİSSE SENEDİ YOĞUN FON),2.471,0.213,2.453,5.166,9.241,6.196,4.156,2.695,4.465,10.786,7.471,2.230,1.439,4.329,2.471,4.951,6.376,9.304,11.399,13.119,21.139,24.922,20.827,21.740,23.880,21.504,21.478,24.016,27.926,23.798,24.043,25.506,23.825,23.365,22.401,12.174,14.941,21.478,20.286,17.774,20.620,18.466,18.466,21.661,20.543,21.478,21.113,23.771,21.504,24.812,28.451,32.340,30.351,35.847,37.940,38.177,37.839,38.008,39.063,31.231,27.985,33.247,29.632,31.814,29.128,26.180,24.399,18.392,15.981,14.824,16.340,18.417,20.698,22.348
GTM,GARANTİ PORTFÖY TEMETTÜ ÖDEYEN ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),2.530,-0.765,0.847,2.135,5.783,2.548,-0.528,-1.369,0.952,6.614,3.660,-1.185,-0.850,2.675,0.777,2.207,3.238,6.362,6.556,7.419,17.831,19.889,16.630,17.286,21.234,18.022,17.145,19.325,22.713,19.033,20.683,20.334,19.228,18.985,16.305,6.245,8.357,17.216,16.677,15.499,16.397,12.775,11.611,15.476,13.610,13.632,14.143,17.381,14.188,15.522,18.815,22.946,22.404,31.094,31.745,30.246,27.708,28.017,29.695,17.712,17.784,22.327,16.747,19.496,17.381,16.887,16.560,8.599,7.637,5.995,7.005,8.639,10.784,11.143
