Fund,Full Fund Name,1 Weeks,2 Weeks,3 Weeks,4 Weeks,5 Weeks,6 Weeks,7 Weeks,8 Weeks,9 Weeks,10 Weeks,11 Weeks,12 Weeks,13 Weeks,14 Weeks,15 Weeks,16 Weeks,17 Weeks,18 Weeks,19 Weeks,20 Weeks,21 Weeks,22 Weeks,23 Weeks,24 Weeks,25 Weeks,26 Weeks
YAY,YAPI KREDİ ASSET MANAGEMENT FOREIGN TECHNOLOGY SECTOR EQUITY Fund,-2.198,2.594,2.630,7.060,3.647,6.056,7.323,12.379,11.076,12.516,15.015,20.134,25.596,30.276,24.997,22.302,28.845,31.674,31.260,25.196,27.089,25.702,26.765,30.281,25.903,24.866
YJY,YAPI KREDİ PORTFÖY YENİKÖY SERBEST (DÖVİZ) FON,0.433,1.057,1.528,2.525,3.456,4.559,5.029,5.480,5.760,6.068,6.584,7.393,8.078,9.052,9.762,10.849,11.728,12.408,14.052,14.475,14.906,15.491,13.750,14.215,14.515,14.902
ZDZ,ZİRAAT PORTFÖY AGRESİF DEĞİŞKEN FON,4.167,7.208,11.260,15.518,19.470,9.972,6.871,1.539,-1.779,-2.049,1.222,-1.954,2.814,2.696,-3.560,-12.277,-16.188,-10.311,-4.118,-6.016,-2.103,0.225,1.917,1.467,6.424,8.383
ZP9,ZİRAAT PORTFÖY AKİK KATILIM SERBEST (DÖVİZ-AVRO) FON,-0.441,0.070,-0.270,0.743,0.416,3.179,4.030,5.756,4.471,4.873,6.083,8.303,9.868,11.514,12.123,12.398,14.427,15.014,15.304,14.894,15.669,14.541,13.155,13.073,12.105,13.286
TCA,ZİRAAT ASSET MANAGEMENT GOLD PARTICIPATION FUND,2.299,0.376,0.376,0.755,2.299,5.534,7.661,7.661,8.980,11.250,12.185,14.103,12.658,12.185,14.103,18.142,24.186,21.918,20.814,22.477,21.364,19.731,18.142,19.731,20.270,19.731
ZBJ,ZİRAAT PORTFÖY BAŞAK PARA PİYASASI (TL) FONU,0.775,1.563,2.362,3.175,4.000,4.774,5.559,6.289,7.030,7.849,8.612,9.314,10.098,10.820,11.551,12.292,13.043,13.805,14.499,15.201,15.912,16.632,17.280,17.852,18.513,19.182
ZJL,ZİRAAT PORTFÖY BIST 100 DIŞI ŞİRKETLER HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),5.418,10.674,14.317,18.459,22.333,18.614,16.370,9.077,5.602,1.171,6.735,4.492,7.019,6.547,4.869,0.652,-3.599,1.852,10.708,13.869,11.747,20.967,27.266,26.667,37.176,40.577
ZLH,ZİRAAT PORTFÖY BIST 100-30 ŞİRKETLERİ HİSSE SENEDİ FONU ( HİSSE SENEDİ YOĞUN FON),8.341,11.711,15.534,19.199,23.147,20.335,20.394,16.028,14.469,12.156,13.195,9.409,11.916,12.241,8.937,5.623,2.119,7.184,8.985,7.719,5.380,10.832,18.429,15.026,25.060,27.720
ZJV,ZİRAAT PORTFÖY BIST 30 DIŞI YILDIZ PAZAR ŞİRKETLERİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),6.083,9.945,12.954,15.568,17.655,14.797,15.418,10.180,7.352,4.103,4.755,1.012,3.407,4.173,0.946,-2.211,-6.055,0.357,4.226,2.636,0.569,6.649,13.659,10.930,19.494,23.106
TZT,ZİRAAT ASSET MANAGEMENT BONDS AND BILLS FUND,0.000,1.389,1.389,1.389,4.286,5.797,7.353,7.353,7.353,8.955,8.955,8.955,10.606,8.955,8.955,8.955,10.606,10.606,10.606,12.308,12.308,14.062,14.062,14.062,14.062,15.873
ZBD,ZİRAAT ASSET MANAGEMENT SECOND VARIABLE FUND,3.416,5.807,7.533,10.387,12.211,10.972,11.658,10.590,10.832,11.389,12.604,12.246,14.172,15.031,13.064,10.705,9.361,12.367,15.083,14.133,13.524,16.576,18.659,18.229,22.088,23.879
ZCN,ZİRAAT PORTFÖY EMTİA FON SEPETİ FONU,1.473,3.442,3.442,3.377,3.636,6.645,8.893,8.750,5.086,7.268,7.617,9.325,8.181,8.536,8.393,11.313,13.142,9.761,9.907,10.569,11.163,11.089,11.689,12.833,11.765,12.373
ZSG,ZİRAAT PORTFÖY ESG SÜRDÜRÜLEBİLİRLİK FON SEPETİ FONU,2.700,5.172,5.441,9.313,9.957,8.792,9.197,9.722,10.252,10.728,12.548,13.418,16.111,17.237,14.941,10.016,9.197,11.813,13.230,11.027,10.252,14.175,17.910,18.182,19.977,25.550
ZPC,ZİRAAT ASSET MANAGEMENT FUND OF FUNDS,3.203,4.418,5.639,7.483,8.801,7.662,8.545,6.559,5.940,5.766,7.638,7.031,8.875,9.133,7.459,4.701,3.346,6.149,8.912,8.606,8.752,11.371,12.945,12.630,15.939,17.603
TZD,ZİRAAT ASSET MANAGEMENT EQUITY FUND (EQUITY-INTENSIVE FUND),5.878,9.161,10.643,15.943,18.971,14.233,16.994,12.655,12.165,12.901,15.770,15.856,17.527,16.994,11.039,3.960,-0.386,5.303,8.778,7.794,5.231,10.564,18.154,12.573,17.974,25.935
VFK,ZİRAAT PORTFÖY İKİNCİ KISA VADELİ KİRA SERTİFİKALARI KATILIM (TL) FONU,0.761,1.483,2.162,2.850,3.547,4.309,5.082,5.810,6.549,7.239,7.880,8.648,9.366,10.033,10.770,11.454,12.147,12.784,13.364,13.949,14.607,15.206,15.811,16.422,17.040,17.595
ZPF,ZİRAAT ASSET MANAGEMENT PARTICIPATION FUND (FX),0.497,1.108,1.565,2.284,3.005,4.217,5.002,6.457,7.153,7.810,8.786,9.949,10.631,12.362,13.307,14.116,15.058,15.419,16.819,16.999,17.373,17.955,16.740,17.396,17.259,18.081
ZPE,ZİRAAT ASSET MANAGEMENT PARTICIPATION EQUITY FUND (EQUITY-INTENSIVE FUND),6.282,10.187,11.551,14.613,16.364,13.304,14.007,9.768,9.890,9.230,11.259,9.511,11.737,13.167,10.343,4.932,1.599,3.943,9.415,8.881,7.145,14.334,20.842,16.559,22.014,25.301
ZP8,ZİRAAT PORTFÖY KEHRİBAR KATILIM SERBEST (TL) FON,0.724,1.533,2.129,2.961,3.806,4.665,5.299,6.102,6.918,7.746,8.418,9.184,9.960,10.660,11.458,12.177,12.906,13.737,14.486,15.244,16.013,16.793,17.483,18.081,18.686,19.399
ZPG,ZİRAAT ASSET MANAGEMENT LEASE CERTIFICATES (SUKUK) PARTICIPATION FUND,0.677,1.362,2.031,2.762,3.211,4.039,4.745,5.570,6.268,6.947,7.663,8.360,9.066,9.751,10.385,11.087,11.797,12.360,12.960,13.535,14.051,14.636,14.964,15.526,15.993,16.531
ZMY,ZİRAAT PORTFÖY METAVERSE VE YENİ TEKNOLOJİLER DEĞİŞKEN FON,1.996,8.493,10.885,14.800,15.708,16.042,16.630,18.695,16.757,18.128,20.381,26.782,32.306,38.750,35.480,30.008,31.441,35.309,40.568,39.050,38.571,39.774,46.053,47.121,48.273,45.459
ZP6,ZİRAAT PORTFÖY SEDEF KATILIM SERBEST (DÖVİZ - AMERİKAN DOLARI) FON,0.389,0.950,1.459,2.282,3.515,4.716,5.193,5.684,5.972,6.231,6.787,7.545,8.285,9.173,9.811,10.925,11.758,12.477,14.136,14.651,15.194,15.914,14.211,14.448,14.882,15.226
ZPA,ZİRAAT PORTFÖY SERBEST (DÖVİZ) FON,0.461,1.050,1.626,2.425,3.426,4.702,5.368,6.683,7.295,7.801,8.624,9.981,10.960,13.161,14.240,14.701,15.958,16.440,17.716,18.250,18.763,19.116,17.653,18.548,18.220,18.778
ZSF,ZİRAAT PORTFÖY S&P/OIC COMCEC (İSEDAK) 50 SHARİAH ŞİRKETLERİ YABANCI HİSSE SENEDİ FONU,0.727,2.533,1.620,3.043,3.992,6.092,6.929,8.445,7.399,8.091,8.982,12.705,15.167,21.153,17.954,15.282,14.302,13.396,15.673,16.655,16.511,16.849,16.384,14.763,13.438,14.813
ZDD,ZİRAAT PORTFÖY TEMKİNLİ DEĞİŞKEN FON,1.977,3.513,4.904,6.411,7.721,7.321,8.124,8.124,8.735,9.394,10.271,10.651,11.765,12.768,11.721,11.377,11.120,12.680,14.422,14.015,14.015,15.844,16.876,17.685,19.635,20.283
